    Iteration    Epoch    TimeElapsed    LearnRate    TrainingLoss    ValidationLoss    TrainingAccuracy    ValidationAccuracy
         1800       11       00:00:54        0.001         0.66441           0.84406                  75                69.209
         1850       11       00:00:55        0.001         0.68943           0.84655               68.75                69.209
         1900       11       00:00:57        0.001         0.58006            1.0572               68.75                62.429
         1950       12       00:00:58        0.001          0.5684           0.79731                  75                69.492
         2000       12       00:00:59        0.001         0.73032           0.85232               68.75                70.904
         2050       12       00:01:01        0.001         0.57616           0.78723                  75                74.011
         2100       12       00:01:02        0.001          1.0101            1.1716                62.5                57.062
         2150       13       00:01:04        0.001         0.37047           0.76746               81.25                71.469
         2200       13       00:01:05        0.001         0.59015           0.85492               81.25                68.362
         2250       13       00:01:07        0.001         0.77899           0.85318                62.5                66.667
         2300       14       00:01:08        0.001         0.53765           0.87566               81.25                67.797
         2350       14       00:01:10        0.001          1.2163            1.0151               43.75                64.407
         2400       14       00:01:11        0.001         0.50836           0.69064                87.5                75.141
         2450       14       00:01:13        0.001         0.33234           0.69145               93.75                74.576
         2500       15       00:01:15        0.001         0.61653            0.6912                  75                72.881
         2550       15       00:01:16        0.001         0.44161           0.83669               81.25                68.079
         2600       15       00:01:18        0.001          0.6742           0.70433                  75                75.424
         2650       16       00:01:19       0.0005         0.50764           0.66857                87.5                74.576
         2700       16       00:01:21       0.0005         0.26099            0.7153               93.75                75.141
         2750       16       00:01:22       0.0005          0.4135           0.65739                87.5                79.379
         2800       16       00:01:24       0.0005         0.57588           0.77631               68.75                72.599
         2850       17       00:01:25       0.0005          0.4601           0.62559               93.75                76.836
         2900       17       00:01:26       0.0005         0.40048           0.70741               81.25                75.424
         2950       17       00:01:28       0.0005          0.5562           0.62055               81.25                79.096
         3000       18       00:01:29       0.0005         0.41402           0.81313               81.25                71.469
         3050       18       00:01:30       0.0005         0.29062           0.63246               93.75                76.836
         3100       18       00:01:32       0.0005         0.16235           0.77496               93.75                73.164
         3150       18       00:01:33       0.0005         0.77135           0.78447                62.5                72.599
         3200       19       00:01:35       0.0005         0.93004           0.74524               68.75                75.141
         3250       19       00:01:36       0.0005         0.58025           0.60118               68.75                81.638
         3300       19       00:01:37       0.0005         0.37302           0.59238               81.25                80.226
         3350       20       00:01:39       0.0005         0.19095           0.66548               93.75                79.096
         3400       20       00:01:40       0.0005         0.57529           0.66277                  75                79.096
         3450       20       00:01:41       0.0005         0.36535           0.65977                  75                76.271
         3500       20       00:01:43       0.0005         0.61334           0.63019               81.25                76.836
         3550       21       00:01:44       0.0005         0.27653           0.60418               93.75                79.096
         3600       21       00:01:46       0.0005         0.44215           0.57537                  75                80.226
         3650       21       00:01:47       0.0005         0.29789           0.57423                87.5                80.791
         3700       22       00:01:49       0.0005         0.20821           0.65921               93.75                75.141
         3750       22       00:01:50       0.0005         0.31359           0.60424               81.25                80.508
         3800       22       00:01:52       0.0005         0.17304           0.68006               93.75                76.554
         3850       22       00:01:53       0.0005         0.69615           0.60373                  75                80.508
         3900       23       00:01:55       0.0005         0.50024           0.63767                87.5                78.814
         3950       23       00:01:56       0.0005         0.31805           0.63078               81.25                82.486
         4000       23       00:01:58       0.0005         0.26604           0.58427               93.75                81.356
         4050       24       00:01:59       0.0005          0.2578           0.61047                87.5                79.661
         4100       24       00:02:01       0.0005          0.2677            0.5966                87.5                81.638
         4150       24       00:02:02       0.0005           0.475           0.61119               81.25                79.661
         4200       24       00:02:04       0.0005          0.3944           0.58833               81.25                79.944
         4250       25       00:02:06       0.0005         0.36361           0.58514                87.5                80.791
         4300       25       00:02:07       0.0005         0.58054           0.67146               81.25                77.401
         4350       25       00:02:09       0.0005          0.3798           0.60526                87.5                81.638
         4400       25       00:02:10       0.0005         0.31926           0.57328                87.5                81.921
         4450       26       00:02:11       0.0005         0.33776           0.57885               81.25                80.508
         4500       26       00:02:13       0.0005         0.22191           0.61305                87.5                82.486
         4550       26       00:02:15       0.0005         0.24014           0.59695               81.25                81.356
         4600       27       00:02:16       0.0005           0.571           0.62599               56.25                80.508
         4650       27       00:02:17       0.0005         0.31334           0.55054                87.5                82.768
         4700       27       00:02:19       0.0005         0.45624           0.62379                87.5                82.203
         4750       27       00:02:20       0.0005         0.18241           0.67146               93.75                79.379
         4800       28       00:02:22       0.0005         0.54645           0.66426                  75                80.226
         4850       28       00:02:23       0.0005         0.15436           0.62166               93.75                81.638
         4900       28       00:02:25       0.0005         0.20443           0.63719               93.75                77.401
         4950       29       00:02:26       0.0005         0.32383            0.6047               93.75                81.073
         5000       29       00:02:28       0.0005         0.38648           0.57428                87.5                81.638
         5050       29       00:02:29       0.0005         0.30621           0.71712               93.75                79.379
         5100       29       00:02:30       0.0005         0.33501           0.82936               81.25                76.554
         5150       30       00:02:32       0.0005         0.42317           0.65824               81.25                80.226
         5200       30       00:02:33       0.0005         0.38837           0.64051               81.25                80.791
         5250       30       00:02:35       0.0005          0.3079           0.57831                87.5                82.486
         5300       31       00:02:36      0.00025         0.22789           0.64148                87.5                81.073
         5350       31       00:02:38      0.00025        0.057092           0.59596                 100                81.356
         5400       31       00:02:39      0.00025         0.23015           0.55043                87.5                82.768
         5450       31       00:02:41      0.00025         0.17873           0.55146               93.75                82.768
         5500       32       00:02:42      0.00025         0.23383           0.51869               93.75                83.616
         5550       32       00:02:43      0.00025         0.21036           0.57405               93.75                81.356
         5600       32       00:02:45      0.00025         0.20597           0.55722                87.5                83.051
         5650       33       00:02:46      0.00025         0.22314           0.61017                87.5                79.096
         5700       33       00:02:48      0.00025         0.11289           0.59988                 100                80.791
         5750       33       00:02:49      0.00025          0.1684           0.54861               93.75                83.051
         5800       33       00:02:51      0.00025         0.28896           0.61433               93.75                80.226
         5850       34       00:02:53      0.00025         0.14144           0.57868                87.5                82.203
         5900       34       00:02:54      0.00025           0.179            0.5295               93.75                85.311
         5950       34       00:02:55      0.00025         0.43512           0.58631               81.25                83.051
         6000       35       00:02:57      0.00025         0.11643           0.56855               93.75                83.898
         6050       35       00:02:58      0.00025          0.2086           0.56795               93.75                82.768
         6100       35       00:03:00      0.00025         0.06324           0.56044                 100                83.898
         6150       35       00:03:01      0.00025         0.12459           0.55872                 100                83.616
         6200       36       00:03:03      0.00025          0.1352           0.61976               93.75                82.203
         6250       36       00:03:04      0.00025         0.13673           0.62009               93.75                81.638
         6300       36       00:03:06      0.00025          0.1743           0.65311               93.75                80.226
         6350       37       00:03:07      0.00025         0.40886           0.67497                  75                80.226
         6400       37       00:03:08      0.00025        0.086252            0.6148                 100                83.616
         6450       37       00:03:10      0.00025         0.26812           0.65201               93.75                79.661
         6500       37       00:03:11      0.00025        0.071227           0.60103                 100                82.768
Training stopped: Met validation criterion
