Timestamp,Acceleration,Peaks
1663619568887.27,9.59348029684097,0
1663619568897.25,9.71528238872757,0
1663619568907.23,9.72763910184997,0
1663619568917.21,9.66326806749124,0
1663619568927.19,9.72644534241123,0
1663619568937.16,9.66537395782658,0
1663619568947.14,9.65719186953514,0
1663619568957.12,9.75017314016467,0
1663619568967.1,9.68979689184586,0
1663619568977.08,9.66230931911517,0
1663619568987.06,9.67101475123774,0
1663619568997.04,9.68201210151172,0
1663619569007.02,9.7315158068199,0
1663619569017,9.75602243275594,0
1663619569026.98,9.70476293447538,0
1663619569036.96,9.61910714537733,0
1663619569046.94,9.61612257423829,0
1663619569056.92,9.62690689402928,0
1663619569066.89,9.63693192010106,0
1663619569076.87,9.6160458066444,0
1663619569086.85,9.76338850291061,0
1663619569096.83,9.77497199826373,0
1663619569106.81,9.77001648999799,0
1663619569116.79,9.79851254366974,0
1663619569126.77,9.67639447442879,0
1663619569136.75,9.75406890615487,0
1663619569146.73,9.73233970744696,0
1663619569156.71,9.66304073396836,0
1663619569166.69,9.6677631396977,0
1663619569176.67,9.74448188158465,0
1663619569186.65,9.69007722535537,0
1663619569196.62,9.61918422835791,0
1663619569206.6,9.62235044240498,0
1663619569216.58,9.67772470172349,0
1663619569226.56,9.65597617783849,0
1663619569236.54,9.68293189730198,0
1663619569246.52,9.74881445703521,0
1663619569256.5,9.78431003127665,0
1663619569266.48,9.83866244654637,0
1663619569276.46,9.71378406267737,0
1663619569286.44,9.75415746193699,0
1663619569296.42,9.60885017801404,0
1663619569306.4,9.63792355865909,0
1663619569316.38,9.59939488563916,0
1663619569326.35,9.55063358670423,0
1663619569336.33,9.64856375953526,0
1663619569346.31,9.71503470842192,0
1663619569356.29,9.66696541137823,0
1663619569366.27,9.68903858811372,0
1663619569376.25,9.71842022734726,0
1663619569386.23,9.71690317171299,0
1663619569396.21,9.80631184741113,0
1663619569406.19,9.74380770033686,0
1663619569416.17,9.70054001961939,0
1663619569426.15,9.7087664715285,0
1663619569436.13,9.69371233733728,0
1663619569446.11,9.65187446848662,0
1663619569456.09,9.75069465213605,0
1663619569466.06,9.67849429942978,0
1663619569476.04,9.73415221717854,0
1663619569486.02,9.70807444614296,0
1663619569496,9.67283417816183,0
1663619569505.98,9.68204844145428,0
1663619569515.96,9.65357785283889,0
1663619569525.94,9.7432254529556,0
1663619569535.92,9.78437115028859,0
1663619569545.9,9.73093640871259,0
1663619569555.88,9.69850321123006,0
1663619569565.86,9.75122458137358,0
1663619569575.84,9.60091067622222,0
1663619569585.82,9.61745168033544,0
1663619569595.79,9.65793111322706,0
1663619569605.77,9.62578782234995,0
1663619569615.75,9.65137359342325,0
1663619569625.73,9.61041262557524,0
1663619569635.71,9.78419160975077,0
1663619569645.69,9.72415403297182,0
1663619569655.67,9.68021289283642,0
1663619569665.65,9.65933583745848,0
1663619569675.63,9.70303504573553,0
1663619569685.61,9.72890966567802,0
1663619569695.59,9.7034079607552,0
1663619569705.57,9.65309191760298,0
1663619569715.55,9.75032096436781,0
1663619569725.52,9.72578554000543,0
1663619569735.5,9.72587463045676,0
1663619569745.48,9.7618811664687,0
1663619569755.46,9.68336910419705,0
1663619569765.44,9.6230182333155,0
1663619569775.42,9.64870520290781,0
1663619569785.4,9.62525151741792,0
1663619569795.38,9.68499632211915,0
1663619569805.36,9.75336109510535,0
1663619569815.34,9.6427673252791,0
1663619569825.32,9.77083070768792,0
1663619569835.3,9.76245864829918,0
1663619569845.28,9.68857390565391,0
1663619569855.26,9.7320113965987,0
1663619569865.23,9.76244175443094,0
1663619569875.21,9.74059814136605,0
1663619569885.19,9.65265816370309,0
1663619569895.17,9.67864665179887,0
1663619569905.15,9.63201915351774,0
1663619569915.13,9.57857760203266,0
1663619569925.11,9.60250031513461,0
1663619569935.09,9.63337547377873,0
1663619569945.07,9.7396500842229,0
1663619569955.05,9.61522565693157,0
1663619569965.03,9.69754622149654,0
1663619569975.01,9.68344186202237,0
1663619569984.99,9.62992082037124,0
1663619569994.96,9.71100316799614,0
1663619570004.94,9.67961078665735,0
1663619570014.92,9.5855695778557,0
1663619570024.9,9.69711960283282,0
1663619570034.88,9.73551615404824,0
1663619570044.86,9.63538358346393,0
1663619570054.84,9.7165803074837,0
1663619570064.82,9.74426326295325,0
1663619570074.8,9.71438275788029,0
1663619570084.78,9.6956778828856,0
1663619570094.76,9.70414102859402,0
1663619570104.74,9.76916500187361,0
1663619570114.72,9.77419613800604,0
1663619570124.69,9.78681971675948,0
1663619570134.67,9.79216373564519,0
1663619570144.65,9.7441017693509,0
1663619570154.63,9.71805056108844,0
1663619570164.61,9.65837354074062,0
1663619570174.59,9.67864665179887,0
1663619570184.57,9.68336910419705,0
1663619570194.55,9.67320861025582,0
1663619570204.53,9.67506547421657,0
1663619570214.51,9.7172019955374,0
1663619570224.49,9.83984874837189,0
1663619570234.47,9.78848539535164,0
1663619570244.45,9.66466238746053,0
1663619570254.43,9.66627975355679,0
1663619570264.4,9.64377293095756,0
1663619570274.38,9.65234003569948,0
1663619570284.36,9.66542270414195,0
1663619570294.34,9.66488592315296,0
1663619570304.32,9.69486689010647,0
1663619570314.3,9.6954240836976,0
1663619570324.28,9.68609132814756,0
1663619570334.26,9.66049804529637,0
1663619570344.24,9.66071802936274,0
1663619570354.22,9.64641656569496,0
1663619570364.2,9.72578554000543,0
1663619570374.18,9.68742716529613,0
1663619570384.16,9.60961370976581,0
1663619570394.13,9.76388240933984,0
1663619570404.11,9.73181999424198,0
1663619570414.09,9.68669052811963,0
1663619570424.07,9.82068612666602,0
1663619570434.05,9.76806566547448,0
1663619570444.03,9.58645878748868,0
1663619570454.01,9.65766752010782,0
1663619570463.99,9.70789693880915,0
1663619570473.97,9.67627104335764,0
