1A,1B,1C,1D,1E,2A,2B,2C,2D,2E,3A,3B,3C,3D,3E,4A,4B,4C,4D,4E,5A,5B,5C,5D,5E
28.7751812877626,30.1720011645181,33.5421154390725,33.9272740175758,33.3124087089189,22.2587360581238,27.6036554839975,32.048879918633,32.4404458816105,34.6938812336678,23.6785153698066,27.835697244978,27.0951384703675,27.3358332613309,28.483417266201,30.5258622990479,29.362164436044,31.6889557056138,29.5928163669156,28.2789364083991,35.7197936858243,30.6417054177876,28.3305846073117,33.4215669327998,30.831282422238
29.4366149523792,27.9535783931043,30.5959353031094,29.9248045040229,32.9988589199766,21.643224255506,22.5312641796292,33.6144848756777,29.3430425147146,29.598988557706,25.5515553995815,20.1786702065392,28.3904545321274,28.8515753348074,29.2316124257623,32.2919907200631,27.6404853302545,38.065714737901,28.3986935644039,28.9096132037217,35.3801994433587,30.7653355044876,32.6672289285746,30.5481989715902,28.4792501879955
31.0358260549376,28.9650009917623,29.0690303706817,32.288692082459,31.5539305946437,26.0422113948217,27.6963070310004,29.0695432006195,39.1251433621022,30.2806608605894,22.6137334931117,27.5260715204726,27.8754742616588,30.9226836763051,31.8342730339037,33.0912939030833,32.2514701942366,32.9307013633436,29.9629820701954,34.449982176248,33.4962677610385,24.9430940812925,34.2568282723507,23.491587928755,29.3357751579386
29.4498403324183,27.2930742483858,29.7319399916388,30.2060726052785,31.6834302914288,24.4474201509953,24.6067906456142,34.766838233468,38.3434257524311,33.1020112108,22.2796832176513,20.2608179934993,26.7602420268404,30.7683394642664,28.8199457366351,30.9216471249783,27.6861041480051,32.0252262961941,29.7874646653762,31.9995904364533,31.7728509930143,26.8011610042874,27.8179124340851,29.9498927070657,32.4367454340925
27.5097840413908,29.327980494665,28.8098061607687,31.3468027566326,29.0130293595381,31.2123023975347,19.1032411801773,32.396535148496,34.6334002575313,32.0932171641452,27.5178402938874,25.4808810523415,29.9582040048484,28.6306057455737,30.5828807689324,32.3541770307307,31.2645511359604,32.6760223771886,29.3808019712001,31.1249992962313,26.6008462108123,30.1681274154783,27.9096978742291,33.5679121116098,30.8153394303916
29.8510267598229,29.5868527780471,31.8257047921177,31.5125393649707,35.5102312264197,26.7604285499416,27.0276416391549,31.2731158710308,28.7118207242893,30.2047377102745,22.4376521074833,24.5714589179883,32.4057818938349,28.3550702342683,31.3894600066701,32.7792423112287,28.1650199368303,33.9311332338557,30.4212034636017,31.5523943387705,34.3926331059981,30.123701627402,35.6829828353003,34.7583870923416,26.7971001323265
29.0455958892021,28.6057996520603,35.4701509451378,35.0108490926348,32.5590209388715,20.8375999224309,25.0633581307813,28.0030490579789,29.4247917798695,33.1362468222513,28.2696290438657,24.8936008243746,26.7483948337722,32.2962292602165,31.3648356102773,34.5385177946069,30.8233428500926,29.941530402477,31.3102480465983,34.8500308496094,34.3659093805163,23.6479700522017,30.5599555655728,32.3361382881195,31.8376244634409
29.2158546772548,29.8178591678799,28.1775499658056,29.6931951086206,33.5106605285878,20.6304455887686,22.2368289078267,38.1241024951266,31.4126669239585,26.9341524418962,28.212658486472,18.800128023987,31.3644308307286,30.5603883077811,28.9692452077293,32.0853179195011,28.2922312518778,32.5746175781561,29.3653336451665,32.7167069478595,30.621115412191,33.0601290527018,33.5024910567135,33.6376106048197,32.0702387134202
29.8049761382668,28.4765795987015,31.9743538426245,32.526203089751,32.4926421315425,30.1317575094708,28.8802137547842,21.3465483921312,26.6029297121993,28.0821936522933,25.3791732841287,18.7905225855383,28.29923143187,26.945555085557,30.4727281635038,33.1489250014983,30.6008219017935,25.8310534594402,30.0887642402602,30.9037928058242,32.7280276411159,30.3522119640301,28.7344785601309,31.2382558078576,31.950380767528
28.8140386159408,28.3279759378152,31.1401730665479,32.1769901773232,32.7825460080821,23.1613715470837,22.051424373354,29.3411766986475,26.6991081202444,28.367967665454,19.499118722428,25.5918327795108,28.6759392278631,34.2662576094742,28.6081342102874,32.6031459182206,26.9164886588134,31.8834400301811,28.6099292718273,32.3824255727662,30.6197811472201,29.1742239678766,32.6341686752526,27.6346905327339,29.7008542723052
30.1626169573679,29.6377167322882,33.33674013383,32.3297702367408,33.1918675136838,27.5878516875371,25.5537596872087,34.0308889388955,20.6425881030143,26.9633491301009,30.1236888852282,27.7799950583924,27.8691956869599,31.0374803647573,33.743840871226,27.9612081739828,26.0409426978483,28.4486607556211,25.1763285436294,30.1173917495473,33.7237063554747,28.9799805282128,33.9928409230934,33.084640425479,33.689663809595
30.0614745518386,30.3030082189981,30.6143031811627,32.6474559556001,32.2214446689548,28.9160324272039,28.8989176511946,27.6627313733635,20.5618661449224,31.2842561404401,27.1578244396634,26.463361058017,24.26532420976,29.061656325148,36.1538688292339,31.398316391125,27.3531661528,33.8231907052082,27.6753403118777,32.3642668642717,35.2341454612924,33.6174884968147,30.574670133761,32.0876352260909,30.2256173982185
29.8691022344604,28.9399696072657,30.8114400176967,31.3929649921512,37.7910770033196,26.0163160962752,25.4840657609355,32.4246806327485,27.0568419987735,35.7661445235658,26.7866022237418,20.3898566484569,31.6710158350417,27.8633502490606,32.4057906238112,34.269397010031,27.0754597145388,30.5419148743365,27.6285002098745,32.7469714369192,31.2885104215332,28.7309096906009,24.1427117728749,24.921972068892,34.4843252292546
28.5149209308672,29.5389894418578,28.9092500464299,34.4078973402014,29.3537991999144,24.2827614220787,20.7537672808988,29.1710836398592,30.5593109515988,27.8556277254715,22.5066839820989,17.446099516256,29.8743038530104,28.9774235318467,31.9509141481906,33.0332734441889,28.6914747123768,32.418377385475,27.6532716396327,30.9635657855042,33.8107992661503,29.79854982965,25.6221179252224,23.2680190041631,28.0252247470897
30.243506882851,30.4525389120746,30.277358421065,35.3393968285286,33.3610073549107,20.9798814650276,29.2253752048255,26.8214833654489,23.7093913795833,27.2797140368773,25.0445374229334,18.1949924657345,31.7760246233197,28.4198473686338,32.7652468127848,28.3831590844569,28.7999356915005,34.1996163539955,31.7477594649535,34.7974432877631,32.9018500626217,35.0774662302712,26.7338477558203,27.2456331989996,30.5275629948602
32.783356800051,29.4241271715089,31.0609400499061,30.8246930511305,34.6722138785485,25.9995613844226,25.6272745310193,33.7495746245792,27.3079012158755,27.7289215472729,24.6379264394652,25.432343338782,33.682123924592,28.4139033951239,35.6486182566032,34.6916227042749,31.8408655353959,29.8591352428466,29.2028928526946,31.7632101428573,31.5130397756352,26.8017036738405,28.5124853754566,29.02830097595,32.8446103364534
30.1199422046847,28.4915101560029,31.1718790201967,32.1015927945036,34.8925196707865,25.1201281782564,23.1382757507191,35.8663514779924,26.4423377195405,28.2384855541479,31.251383792991,18.3338436417926,31.7812121883312,28.91557442217,35.203909300866,29.2290684335665,27.2177274588398,32.6790480966584,36.1891176653875,27.6471179607663,35.2507991960191,28.5567581133181,31.0873446449143,29.3677543797656,30.0335960959061
32.7485967432834,27.0560604284034,27.9648505291379,31.6168261998327,36.4431424076392,34.0119028444916,25.7360977388578,25.8112673017415,31.7588863026753,32.1440406869611,32.3139296883622,23.0906262699355,27.5814282051764,32.328465362994,33.9475221063682,33.1491576386932,28.1317332175049,31.4020912473559,29.1586326313208,31.3445223552684,35.6990239120735,29.2051909967948,35.2452453207082,30.7798177641586,26.7812487543122
30.4337393585858,25.8228272029585,29.1491046353394,30.455224359481,30.3864107151732,34.8143252963534,25.9765101801079,35.1717765193758,30.9018014483658,31.0152396568557,32.1993829666165,23.0723503353816,28.741968496874,31.7374141786478,35.2864413275205,31.4937579446486,23.1530153118647,30.840240245948,30.5176907240682,31.5541600273461,33.134376094622,29.0365879427736,31.1332879747454,30.7030564028099,35.8521042980627
30.4347619795608,29.0196012742583,31.4713956642735,31.5564035369561,33.3489920319681,34.5512835151854,23.1663577430015,29.6223131270842,26.7293375282402,31.7309481517002,30.3891200243716,27.8616459852831,29.4994974101481,29.7051130670387,31.4297905061573,33.1674391929225,22.2520052646018,33.2689683947454,29.1771664497884,29.1211804128327,33.2933830799735,33.3388249812829,28.5475091609685,33.1887730826619,29.6798878049861
32.128412218083,28.7436087804559,28.7736533126254,31.6709676504151,34.6509655101568,31.4083831201689,27.5048020339952,32.6529480531904,29.1483588597921,29.4662636499524,35.2594369857172,26.4966485952079,38.5350342857891,29.8921248450585,33.5361384948074,31.1012241683669,27.7970485157021,25.760559718146,29.7402617469885,30.4154613527501,30.9145964935984,21.5695301045436,27.866148413736,37.0213590882006,32.0577378349446
28.3143311824345,29.4426162564104,30.7294794982016,32.8540743081999,30.5252603615511,30.7818363136315,22.08988300074,31.8229026253115,31.3208180585322,27.9325895922379,26.628882344541,27.8685046932917,26.3288587319929,30.6314146759936,31.7996314472953,31.6849040982435,32.2298723255763,33.6706486980674,32.0315079250005,29.3318007614574,35.524808473598,34.6393740315569,30.4738886994117,34.14747073474,30.4794703242498
28.252834306586,28.2063480065479,31.4134064485872,31.3427158029986,28.2710121663588,31.4702250907098,19.3210041451296,34.9249335880905,26.2759576529736,27.8809680253075,28.0762376130674,22.9255664621914,26.2832833950334,27.2921437064673,32.6010129318748,32.6044983785109,29.77851856542,37.2076522360636,33.2529505845189,30.4226622700075,33.9046847134377,29.2574676467846,26.5956407682715,35.207600885012,35.0865922575152
31.0889036553713,29.6720454522857,33.7485003268839,31.0582356113366,31.8089411798716,25.8169990685601,27.5747848342977,31.6561643398469,29.6436958986815,28.1405408406597,28.4570175352179,24.8167994784785,29.294878474138,29.9043671124937,34.5737155794924,30.7152215325619,26.8935996292823,35.1005119307403,29.6770884772232,33.4781697319182,32.2523368670824,30.3365990506931,28.7095858498486,32.6207749227671,35.6075568854591
31.1403088100678,30.2780532072151,27.5398554838856,33.0642560303194,30.0597873731882,25.2068986005259,24.7300956683649,41.6495339481341,28.4882077672302,22.0932467745928,30.3203562341843,20.0683846255102,27.3613744915996,31.6794652360292,30.656041645374,33.9541912012839,27.0382174777456,35.0217099515758,28.7692031111858,38.398372899911,35.8762773063257,25.7290428169859,31.2018088656969,33.3872596327229,24.8734536872472
30.0094761882585,29.4478148208797,29.6938730105551,33.3787916738732,29.1612487570781,32.6330843122792,32.1816636740586,34.7684807208283,27.8961759616034,26.4147917525966,30.1474584031387,26.4833164470857,27.3779469593554,32.229924391078,33.3146903921852,32.1132038931307,28.8260556431112,37.5041927731428,29.5711552383651,33.5685766042419,31.3246453901753,28.8541480963814,30.0257847477266,28.8753785242471,26.1906165258364
28.6403086291751,26.0806841057471,30.3768568712469,30.4980837480136,31.1628886630723,28.6806904326669,21.98883768722,29.4591447833291,24.036453731852,28.4897811172012,30.2171976623073,20.6880957456797,23.7572739576192,30.8892606819024,31.7191713450875,30.3561310281644,30.4013814290407,33.405813221704,30.285226163994,36.2921506381368,32.1940677205635,25.9759812701616,34.389096988554,34.6520005019937,31.3927575735033
29.5419180256805,27.0268651397296,29.279833441577,31.5014671800074,32.7640305478885,32.3267388449921,25.3869976894906,33.3498551500537,30.880374736761,26.1093094234034,31.5210137137166,17.9022181917855,28.6082966278407,30.2763757065074,32.1847406821119,31.9219093629689,32.3445150501184,36.4094414363562,30.1143140235261,34.4947652676812,34.808313306849,32.5368956866399,30.1581743518,35.324762758469,30.0006339861651
27.9515978088227,29.1680194834181,31.2090327400248,29.1633250052759,32.6974219392577,26.550215601027,23.6908311580181,28.619293859188,27.881196085639,32.0468133202206,22.6957464791425,20.1337829212578,31.2370060511566,35.3628509712717,34.9454764532832,34.2767185395017,26.6282956882016,32.7521953644999,25.9376684758358,33.392630752557,28.0202026561061,34.6172667849086,24.6352588356869,34.9637147531452,31.9108278376107
29.3266283325058,29.9550895042375,27.3244011510096,30.1568770109115,30.3118903022716,23.9131539430858,25.7866977048169,28.6866252813108,27.8759211944616,33.4191591981342,28.9673513202214,26.3089297107709,30.147892723936,32.2332478065225,29.3194661556173,33.1004533243745,31.8167967532206,32.6910767105477,29.7921086774726,31.1234943131181,34.9182356090166,32.5095140039287,23.0993861137151,31.4702729642459,28.7191087507515
30.8677795512795,29.3518719258062,29.2732156061346,29.9784281905812,32.0657196600869,26.5238918587694,20.3652082557176,31.7696426654346,28.0077055393308,23.9484657479137,27.7159411289737,16.5825333416739,29.0801216963881,30.2203603296687,32.250740125608,32.5403221520012,30.9515247532743,30.3504683434557,25.8401911751142,35.6320931745101,31.6286788329298,25.9383242379134,30.0438702288824,36.427380974359,30.2299416995641
30.1341481041609,28.5112983221064,32.8223090095797,32.4645552540623,32.5913704563811,32.9145774940582,22.2634452628589,33.8140982515703,25.8489940447384,32.9973452969978,28.676625871973,28.5156258326171,28.9583890738023,32.0906951076897,30.8380573670905,32.9058314435519,31.8537616216095,33.5430557847323,33.3726911000489,35.7328106239393,32.2422469265145,28.0960265779734,33.6979316968155,34.327556348232,26.4306708076207
29.2041506598962,29.2894886176819,28.3867249020321,30.9878016106031,32.6928166783716,28.342372039707,27.5603300004746,31.3758282273562,24.7158355415639,30.9166075898465,24.195614975181,20.7051972860926,26.0929686610386,31.3210490879247,36.0826124478361,32.6063064349365,27.7197197533838,34.6919579023627,33.81342458336,34.9560283686508,33.9347069924824,31.954888057207,31.6114441196712,27.3765008085828,35.7043425117753
28.8055646749691,29.1720350314922,27.9666498649704,30.1881788808639,33.2723899087618,29.2438641013531,23.5622352734686,30.1785093143431,30.7947605067258,33.6307814086942,32.9700507322887,18.5161680101798,28.1330988759054,28.3475760531209,31.5610261607818,35.7535521831062,34.1061714207204,35.2930755059594,30.1187884271307,34.8484919884716,33.978073311571,30.8488543164747,33.2991860554251,32.2051174515932,34.590060774627
28.450276450042,28.5736440601974,30.4075869301894,31.4714326236632,35.226841354433,27.1724174158065,22.7470520692354,32.1446882190279,25.6107296389289,32.3494151640394,26.0207411879588,17.1050463602593,32.660462033501,31.2835582997791,33.0486566548902,34.9215986778308,34.9120226628777,35.4776028092818,29.9249880884379,32.794639288712,30.66413824506,33.5099900228746,29.2676207496966,33.5861231746619,34.7955877904526
29.4452647857712,28.5075287492289,29.7812255845264,31.6420303129659,34.7851968573193,32.4934887866236,28.0838512085462,34.8556054130665,28.27890174288,29.9183671558222,27.7728685902535,16.629279056277,29.0981576396373,28.5269104458813,35.7194672923545,35.9830842392676,27.7437073511763,33.1694300508601,30.8983620159439,33.8821979957832,35.6116561782772,30.4465824658728,34.9201716204343,34.6384360526834,29.0996788005094
28.7900998675481,29.7816067043761,28.5231160468315,30.7726084957991,32.3148642798456,30.9933907821978,23.5534352411007,31.1679279939529,25.901293096783,30.4732166543353,27.5696255798722,19.3232346611618,30.7750232308426,29.7057971829943,37.4006767911527,33.7142793747286,24.8324301551381,34.8923846649035,28.6610962247924,38.9831409009841,34.6343478524991,27.0489773087427,30.5878119125249,24.3339417581249,34.5861431707544
28.9573430401204,29.2704510598323,27.666439241881,29.8051808620767,35.2226420930861,30.9211498460765,21.4207730915942,36.0714170189454,24.3400984759517,27.2737863896529,28.4199786764605,17.8161612877406,27.324684451602,27.3397965220899,34.9462615588504,31.9520506471367,25.7932928824284,31.8313532350456,29.4502293748514,32.9634612775115,32.7104554229409,26.2648102475746,26.8569579672847,32.3864146122106,34.717913265325
27.833935472562,28.6306383042295,28.0915233930146,30.0102311024106,35.3007648542644,35.8349629107293,29.0382656433104,34.7775547076192,22.4680225039206,30.5335256098695,28.5091937514332,24.8054305905601,29.7856112181211,31.0164290595107,33.4261136693807,35.3770415925839,32.7579129260916,33.5093543022826,31.0752876659205,28.0756063967606,31.1682150484582,30.8174070048857,34.0519562545796,33.2476466318126,34.2594637376433
29.6508507535587,27.9579319877117,31.1729420849809,32.1859201934255,35.1412904548391,30.9154223106722,22.6700153751515,32.1975587869858,20.7524549669759,35.7648663223416,30.4819014717245,17.1472613099015,32.4686640486772,30.4081266817303,30.7794439446104,32.1505482372037,28.8030923043492,33.1105766997341,30.5530795480748,29.5667365631765,33.6546800267229,34.4717521253321,29.7707966075556,30.4697732542505,30.1257055896382
30.266646135394,27.3495432577606,28.0785394500801,28.8641311057678,31.552055501304,31.9577044375998,20.3264891121021,37.3133298730634,25.3680425553202,28.2246590352324,27.617933762211,26.4659225642536,28.7842786863739,33.5363281359467,34.5019795019843,28.0681441985489,30.6054709531125,32.0331164384435,30.9754679544822,30.110311392088,33.1327261832794,31.2661328613523,30.9687817606615,35.1648061339595,29.2957552208339
28.9823373517248,29.9492734465031,31.0530627546166,28.9792152244874,35.7753582069167,29.4165556716946,17.3631622042301,36.7973723076034,26.8856709953904,27.9114361863158,25.9409084558204,21.0708164047007,27.1318557320447,27.9764121510683,35.0377249376727,30.5674821025762,30.3043744246805,32.2599846267872,28.4864027617921,30.7919513842283,28.321913245072,29.1108909759003,29.4285985893865,32.4052127663232,32.2820562131719
30.0910519836556,29.2471762751825,27.9263785501899,31.6832763017171,33.4259777387837,33.2430665128781,23.3827642048683,36.7967824565127,26.853016321679,28.1852993066785,26.6592403761317,27.4992016116543,30.4070680218429,32.469403922955,33.4251632068966,32.7684937575138,28.0347335445989,31.9144150486988,29.9787659144489,31.4557370900666,29.9726181561571,31.0930834203514,30.6273348724495,26.5972642546035,34.6819274093432
29.2233709021152,29.2530236517022,30.6836404199605,28.4156780435485,34.5423687149629,34.384763487031,17.7008473550578,25.11889554026,23.6167786566639,32.4985677915008,27.9101459802192,26.3845708346819,31.2220593101606,28.8458583193445,34.2407582904152,31.9628816441172,29.0459378768223,28.8944899219633,29.6864815938946,36.6649914355453,28.0535090933482,33.2558030102017,26.4613821245224,27.240133864205,27.1095855091738
28.7250237623116,27.7608228440434,30.8717038767209,28.7503164175774,35.2850459599674,23.8342706051537,18.6184185245265,32.7147778807028,23.442607340445,32.1182571473323,26.9588816896257,15.6168075109579,27.4813755695364,30.4896661337275,32.0777300428095,34.6233915972951,27.5884283386874,32.7291697589694,29.4309078795529,34.0181658675944,30.3740059596516,30.9541628365824,35.1439623362082,33.2181751135011,34.6961353135158
29.9148100511732,31.2505658543007,29.2177729012948,33.0837666039096,32.3210881638486,23.2446048842569,19.845592784654,40.7038086711203,28.6615974530685,32.9334642058702,29.8675592659563,26.7557398403233,26.826321582359,29.7846930397564,33.9987160632912,32.9874865539362,26.6296911122762,28.0995456448411,35.1563981890213,30.0472016559859,35.0924580569837,27.1841660937255,31.1907940256037,29.0028240952506,29.4726843107344
28.7614554435961,30.3128824179323,27.0111570889649,32.0065030745159,38.7116256224453,29.8755414114693,24.7892034495206,35.0755334249658,26.2059949454437,28.8913998890166,27.3572813736789,17.8554100916325,27.1909363241781,37.3016046477587,31.609118581663,31.4681480263392,28.3281961194135,30.3341578840453,29.759623980257,29.0647430124058,28.6406323958658,32.2726177197898,25.3674523312063,31.7495853412988,25.8564228783009
28.7050744420355,28.3231974201702,32.3724162325901,32.1069029587464,37.031550759662,27.2821888484717,26.410819929884,28.5976772773932,28.3248819399778,26.3726289682643,30.1689709867074,26.5129735945352,29.4320309898533,27.0650418497222,35.3842085664815,30.5124046241933,32.9503112309179,33.1087386049733,31.0270996660626,32.34731031799,29.1199608192845,35.0096783195307,32.7115359324221,30.443388977232,34.7169159418295
28.8341575372278,27.7465971036823,32.2593515928048,32.9299419531838,33.9914005226927,33.3643899971384,21.9577211881843,33.5624903232844,27.2316506058208,26.7779962765487,26.2845397713234,16.5801240856652,27.2629946282612,28.0714887046748,34.5769290683383,29.2268995015485,29.6054627720785,33.8904189241913,25.8150076143729,31.3377159058891,29.6770488520059,30.0395829502239,26.240589036219,32.1674839405158,28.3176862326281
