1A,1B,1C,1D,1E,2A,2B,2C,2D,2E,3A,3B,3C,3D,3E,4A,4B,4C,4D,4E,5A,5B,5C,5D,5E
30.9594910744757,21.3564735769763,30.7102244800154,35.9297175355862,20.451271302844,25.8027547168721,20.0621531769457,22.850839914441,27.0309492573396,27.1723663999065,23.5702765364296,26.4040749424103,20.2567179877132,22.0572113915214,22.9227835878116,24.8918121335244,26.2311965388938,27.0452837085402,24.298447809053,28.8837361147644,25.8574490040883,26.4756843518849,33.638183554823,35.0417416537903,32.3213547008617
21.8192723805127,34.8590557671518,28.5822100073888,21.7909137280859,32.0466563568977,23.2073844209779,22.0219179610339,31.5010814579023,26.752322654919,30.2961905631204,21.8787684142459,21.2093007414926,24.4954952712328,27.2100228248708,21.0074520613598,24.385374879875,22.9283907580011,21.4052202079164,27.1855516731292,21.6527139358351,27.0305738556309,20.1238542504398,21.8927474763075,24.3397942362457,21.3068819747082
31.3046514990737,21.2597843336178,20.5470236857809,35.2472923576766,26.0143495612351,22.4713415758536,25.0097123603234,23.8709010033065,28.970245117905,30.2695522753008,23.1441088552199,25.760715851172,31.8436895066126,30.779345641161,27.987903976454,29.4053232380738,24.3474208811205,30.9227453474855,30.4231131758378,40.0058518790749,33.4850117183926,21.963611363956,30.829103866835,30.7041899330492,28.0665994615856
33.4409291382171,32.3332870960478,30.3031197454805,21.2319552967948,32.4250395133683,24.9490718298068,20.3666153566765,29.7443297213647,28.5327849237095,30.7580982033793,21.051042376113,23.5411753477113,29.1868444690565,29.3381276813366,33.300758904404,20.2573022245478,21.0027145582277,21.86753449679,33.9047534972942,22.5755486460782,20.674783228574,20.285193738885,27.6202276767226,23.1089221572864,23.694639040208
22.1275841725714,23.6423781577201,26.0932251358802,31.8370997429688,23.4526857280002,27.9248454237931,20.5142850615888,25.780725638513,28.5599211160894,29.4808170072362,20.218588941991,22.2451923663411,32.8919115832703,29.7589993428124,32.8943402952488,30.3229146056604,21.3419133418735,32.8293681945181,27.6840997622703,32.9959216051845,32.2520761940719,30.4991452205878,28.3237627411133,31.11442526772,30.4028723491168
30.505456115849,34.457180246831,30.692193866714,22.4110497655694,38.0740582270913,21.7379042717396,20.356437336849,29.1357348673806,28.0792384872507,28.5405670695136,22.7999287400611,20.9680288479198,26.1747130282483,31.9211340055817,20.1833087796295,22.5236453541606,23.677540170677,23.130304062123,20.2692925708786,31.7289606935067,32.5663907365639,21.7200775086747,23.676308877026,21.3518790703076,30.199353450606
31.5524878929347,34.6061381902597,21.838359376446,31.8497863020368,24.6840505508076,28.2306126200145,27.472459922247,28.976429600399,23.7912946050557,35.8565509194699,24.8399921365569,26.084074060338,28.0626163912566,27.0813965762743,31.4229258792725,31.7197629345606,22.5793527317137,35.4228685637393,26.677895952147,30.6289276956638,33.2688983227963,31.4546661728806,30.6842625581481,35.5325327882866,22.2642591277348
21.6650280494087,23.7170718327319,32.441723947618,20.810329612191,35.3876845394387,21.7490763110185,21.2328227611241,32.0859843776014,28.0608475511783,30.6617094190906,23.4052438264849,26.3435764598289,24.8460340077967,27.2620622710927,20.7320207560271,20.7282065742536,20.7872774504037,21.6397084207588,20.3106302965264,30.4187267095743,31.0199257216911,20.2958561735281,22.7372612146676,21.7934687276368,29.8158768315046
31.0168574723779,31.6831545933947,21.8621969032674,31.7175014944448,22.4275194746391,26.4783077950965,20.8127513590004,32.1932355033132,27.4864083591054,29.6581208270713,23.1304327225692,24.917482973404,31.6645171260275,26.4230872731437,33.2155587475378,30.0888217784822,23.7468772681282,33.2096050194457,27.7058135775437,31.6566100679648,35.0314888554888,35.2296667349497,30.7123732553325,30.7671524301151,24.6859764345034
21.7723318058529,23.909829399438,34.1358159730178,21.8262739434337,33.3241868821793,25.7007321363779,26.4666915650151,33.7253446604858,30.2272834149448,31.5698807477093,21.7142621673516,26.5724242309726,29.1147623874151,30.1756172067088,30.7087968612252,36.4119634679891,21.8488400226523,22.8199534884078,28.1328425230472,20.2682292146961,34.2980171352664,21.8127161805712,20.261765991834,21.4943054040012,31.2735642496928
31.7062073021638,33.3614462188296,20.9409995518823,35.1591469359797,24.7746276806091,25.6697380778854,20.2288872200051,21.8258369233629,34.5189747686758,27.6414932859403,22.0066869011485,25.767363161547,30.6819853352648,30.9929699984307,31.0857406397992,32.8021647774726,23.7863233377277,35.5760612603241,27.9622029602505,29.0040641299384,33.8273832558922,29.2895198913253,29.9566750363933,28.9380456069702,25.0557222717961
22.4825603931873,22.342157256313,33.5281343464592,21.5639564887322,35.5553272455506,27.7459577102369,24.358122046435,31.1883890105202,30.7451632903639,28.2185992821378,22.0527793657378,23.0840718567255,29.8382203111261,28.3890094456682,29.2007200414365,21.912563148702,24.6207179937715,22.6769832159963,21.1417515978203,21.344863632836,29.6805204755996,21.5516865829141,22.8607340481264,22.3420229771915,34.6466335097205
30.8181081848201,32.7563593144969,34.9961368793507,29.5287339418624,22.1672222910295,25.0878318230567,20.3429993316568,31.7268196371349,32.6102661440671,27.6204824342457,25.7694134705634,21.4404791737982,25.0658789132782,27.311253092657,33.372087493843,32.7207216080138,22.6284192533781,39.5598318761316,32.1182786112318,33.1363313044813,33.8650907704059,31.2933282643207,31.2471217584073,34.2753230603273,20.5243519047314
22.8728769017518,20.9373939823295,22.2741983912392,21.9352944661121,35.1989209514465,35.029104829264,23.1614862916478,30.9641187341583,29.0705391076751,29.8916828895177,29.7126138620836,27.204986747837,26.264608509786,28.325130438929,28.8579727564104,21.1622017862452,20.9364296012889,22.0014196459709,33.7889775324239,21.5443940557149,22.6305901947339,20.6655585026455,22.2313546629028,22.1160627446059,29.8780900827799
33.5300255385541,31.222725455764,30.1979605601687,33.8249555207167,23.4327085551144,30.1138602722269,22.621548823251,28.5466828920072,21.5641156660469,27.9147333670077,21.1797566337057,27.835697244978,30.2248224687462,29.8263628294041,29.7025679481981,29.871410720063,21.6333132905785,32.9093511706165,21.0236589013158,32.5680393981647,30.7585101814003,28.9464280824831,28.9265495170722,33.8942816247765,20.1271599370639
22.2197338922434,21.7248446491647,21.4129495408555,22.0996370562621,31.9684937085453,32.0699485448554,28.4687675661722,30.0225821820629,30.3698506291107,24.7603039736574,21.6526636825887,20.1786702065392,31.5439028648674,28.3072067139324,29.8641600967864,21.8647716764952,20.452930323036,22.4408966218479,31.5803726031593,21.4170175431475,20.9417782169829,28.0647507469704,35.3151132919801,25.3127593980074,34.6828823074524
31.5222458530903,27.1356842832864,32.1767285477623,30.8176445460789,23.862986025335,25.2612431539408,29.3290277161974,25.5437592955638,36.9750114615029,32.7952176469148,27.6665411381721,27.5260715204726,26.2486746894858,27.8694081481259,32.6604648037443,33.1649623874245,22.5410451132517,31.2706334103663,27.8880316378379,31.9443120525106,29.2754028199694,32.0618902669183,22.5861137144711,29.2271835997719,23.2859316980999
20.4930499427439,34.6988965163057,22.9448205894001,22.4995567841878,32.7389792752172,24.0394361768971,20.8946829244317,36.3846902038802,27.0395046766894,27.3355670999613,23.6785153698066,20.2608179934993,25.4037823160229,29.5017628034948,27.7405300415402,26.8475966750412,26.4638609396807,30.9687339279482,21.6296939005349,23.3839944527638,23.2781638572508,27.8281149476618,33.8707829218503,22.9991490441438,34.8356757103248
32.9220396981688,25.2798582282445,31.0037653458873,33.1944107255587,25.0732217878761,24.9000153616708,27.6036554839975,27.9493019017335,23.2020839592715,27.1481290249923,25.5515553995815,25.4808810523415,24.5711840624079,21.1693679265888,27.8375412626507,21.2189643218784,23.1390250280332,31.410380623689,30.8081554736809,32.1742677964355,34.665855929622,21.2217109017169,32.8675022516297,30.2449878407347,20.9219641275947
22.3470495063253,30.9510911256465,21.4116693616692,22.9241474753498,33.1598756907887,22.8754150813042,22.5312641796292,31.8565645075754,32.1225930715095,28.8702080094381,22.6137334931117,24.5714589179883,25.7101235309435,28.6768549604789,29.6114031856292,30.2825869950277,27.2274950687328,23.567155542147,27.2250862690261,21.0264191874326,21.076583680894,28.3481293110294,22.1351923773116,23.3677345080666,32.506769421952
