    Iteration    Epoch    TimeElapsed    LearnRate    TrainingLoss    ValidationLoss    TrainingAccuracy    ValidationAccuracy
         1350        8       00:00:40        0.001         0.91618           0.88741                62.5                63.277
         1400        8       00:00:42        0.001         0.74355           0.86229               68.75                66.384
         1450        9       00:00:43        0.001         0.66159           0.86857               68.75                64.407
         1500        9       00:00:45        0.001         0.73433           0.86531                  75                68.079
         1550        9       00:00:46        0.001         0.54656           0.94668                  75                61.582
         1600       10       00:00:48        0.001         0.58954            1.3678               81.25                49.153
         1650       10       00:00:49        0.001         0.53357           0.82346               81.25                65.537
         1700       10       00:00:51        0.001          1.4174           0.84982                37.5                66.667
         1750       10       00:00:52        0.001          0.6423           0.82269                  75                68.927
         1800       11       00:00:54        0.001         0.96648           0.74611               56.25                72.316
         1850       11       00:00:55        0.001         0.64168           0.76815                  75                68.362
         1900       11       00:00:57        0.001         0.47085           0.98489               93.75                63.559
         1950       12       00:00:58        0.001         0.66106            0.7313                  75                70.621
         2000       12       00:01:00        0.001          0.5281           0.89068               81.25                66.102
         2050       12       00:01:01        0.001         0.53062           0.80786               81.25                69.209
         2100       12       00:01:03        0.001         0.59218           0.79658               81.25                68.644
         2150       13       00:01:04        0.001         0.68924           0.77064               68.75                68.927
         2200       13       00:01:06        0.001         0.37997           0.71531               93.75                74.576
         2250       13       00:01:07        0.001          1.3942           0.79926                  50                67.797
         2300       14       00:01:09        0.001         0.78897           0.75802                  75                69.774
         2350       14       00:01:10        0.001         0.57141           0.87548                87.5                66.667
         2400       14       00:01:12        0.001         0.76344           0.72512                  75                72.599
         2450       14       00:01:13        0.001         0.55006           0.69913               81.25                72.881
         2500       15       00:01:14        0.001         0.94391            0.7917               68.75                68.927
         2550       15       00:01:16        0.001         0.80465           0.68888                  75                72.599
         2600       15       00:01:17        0.001         0.95272           0.71545               68.75                71.186
         2650       16       00:01:19       0.0005         0.65189           0.67672                  75                73.164
         2700       16       00:01:20       0.0005         0.61819           0.67512               68.75                74.011
         2750       16       00:01:22       0.0005         0.55795           0.67937                  75                74.576
         2800       16       00:01:23       0.0005         0.46802           0.65219               81.25                74.011
         2850       17       00:01:25       0.0005         0.48634           0.65046               93.75                73.729
         2900       17       00:01:26       0.0005         0.47215           0.64903               81.25                73.729
         2950       17       00:01:28       0.0005         0.32473           0.64256               93.75                74.011
         3000       18       00:01:29       0.0005         0.55805           0.64073               68.75                74.011
         3050       18       00:01:31       0.0005         0.57866           0.67194                  75                74.859
         3100       18       00:01:32       0.0005         0.90288           0.75173               68.75                72.034
         3150       18       00:01:33       0.0005         0.65914           0.67753               68.75                71.751
         3200       19       00:01:35       0.0005         0.70834            0.6341                  75                76.271
         3250       19       00:01:36       0.0005         0.40131           0.77824               81.25                71.751
         3300       19       00:01:38       0.0005         0.98434           0.63869                62.5                75.141
         3350       20       00:01:39       0.0005         0.25853            0.7095               93.75                72.599
         3400       20       00:01:41       0.0005         0.43945           0.65421               93.75                72.316
         3450       20       00:01:42       0.0005          0.2644           0.68518               93.75                73.164
         3500       20       00:01:44       0.0005         0.32832             0.664               81.25                75.141
         3550       21       00:01:46       0.0005         0.53287           0.73047                  75                72.034
         3600       21       00:01:47       0.0005         0.16951           0.70627                 100                74.576
         3650       21       00:01:49       0.0005         0.30991            0.7079               93.75                72.034
         3700       22       00:01:51       0.0005         0.50799           0.64885                  75                73.446
         3750       22       00:01:52       0.0005         0.71135           0.67999               68.75                73.729
         3800       22       00:01:54       0.0005         0.25614           0.68467                87.5                74.576
         3850       22       00:01:55       0.0005         0.72427           0.69179               68.75                72.599
         3900       23       00:01:57       0.0005          0.2002           0.63131                 100                76.271
         3950       23       00:01:59       0.0005         0.19128           0.66203                 100                75.706
         4000       23       00:02:00       0.0005         0.54194            0.7757               68.75                70.904
         4050       24       00:02:02       0.0005         0.64829           0.77278               81.25                71.469
         4100       24       00:02:03       0.0005         0.44526           0.63436               93.75                76.836
         4150       24       00:02:05       0.0005          0.3397           0.67585               81.25                73.164
         4200       24       00:02:06       0.0005         0.18022           0.67192               93.75                73.729
         4250       25       00:02:08       0.0005         0.56198           0.64304                  75                74.294
         4300       25       00:02:09       0.0005          0.1932           0.70509               93.75                72.316
         4350       25       00:02:11       0.0005         0.19218           0.72601                87.5                72.034
         4400       25       00:02:12       0.0005         0.19181           0.70797                 100                74.859
         4450       26       00:02:14       0.0005         0.13313            0.6823               93.75                76.836
         4500       26       00:02:16       0.0005          0.4573           0.69242               93.75                72.599
         4550       26       00:02:17       0.0005         0.20386           0.67709               93.75                73.164
         4600       27       00:02:19       0.0005         0.26894           0.69045                87.5                74.859
         4650       27       00:02:20       0.0005          0.4204           0.68823                87.5                75.424
         4700       27       00:02:22       0.0005         0.10755           0.71365                 100                75.141
         4750       27       00:02:23       0.0005         0.37371           0.65603               81.25                74.011
         4800       28       00:02:25       0.0005         0.53604           0.72686                87.5                74.011
         4850       28       00:02:26       0.0005         0.22515            0.7013               93.75                75.706
         4900       28       00:02:28       0.0005         0.12535           0.67517                 100                75.424
